areaId,contractorId
cmsiuic7c08yzm8mhhzlarnv7,cmsn6p7bv0focm8mh7c3ercco
cmsiuy4qw093im8mhh4zmcq06,cmsn6p7bv0focm8mh7c3ercco
cmsn6db5c0fkdm8mhjf9f16pr,cmsn6p7bv0focm8mh7c3ercco
