projectId,projectName,createdAt,projectStatus,projectNumber,projectImage
cmsd0yuq300m4m8mhesi4aqc3,CRRID,2026-08-03T09:26:41.932,active,5,https://homelandorg.s3.ap-south-1.amazonaws.com/projects/21ce4fda-2672-440b-aff1-8e0dc8aa18e7.jpeg
